id,candidate_length,in_candidates,response,answer
1753,10,True,"Lewisburg, Tennessee","Lewisburg, Tennessee"
1754,10,False,nic,Centers for Medicare and Medicaid Services
1755,1,True,"Culleoka, Tennessee","Culleoka, Tennessee"
1756,10,False,nic,Corse-du-Sud
1757,10,True,Nathan Bedford Forrest,"Forrest County, Mississippi"
1758,10,True,Toledo Rockets,Houston Rockets
1759,10,True,Rock,Rock music
1760,10,True,"Chapel Hill, Tennessee","Chapel Hill, Tennessee"
1761,10,True,Forrest,"Forrest County, Mississippi"
1762,10,True,Toledo Rockets,Houston Rockets
1763,10,True,"Chapel Hill, Tennessee","Chapel Hill, Tennessee"
1764,10,True,Tennessee,Tennessee
1765,10,True,"Smyrna, Tennessee",Smyrna
1766,10,True,"Nashville, Tennessee","Nashville, Tennessee"
1767,10,True,"Marshall County, Tennessee","Marshall County, Tennessee"
1768,10,True,"Chapel Hill, Tennessee","Chapel Hill, Tennessee"
1769,2,True,Illinois,Illinois
1770,10,True,H. V. Porter,"Porter County, Indiana"
1771,10,True,"Petty officer, first class",First class (aviation)
1772,3,True,United States Army Reserve,Military reserve force
1773,10,False,nic,"Columbia, Tennessee"
1774,2,True,Veterans Affairs Medical Center,Veterans Health Administration
1775,7,True,"Murfreesboro, Tennessee","Murfreesboro, Tennessee"
1776,10,True,George Thomison Jr.,Left-wing politics
1777,10,True,Native Americans in the United States,India
1778,10,True,United States,United States
1779,10,True,Diplomatic mission,Diplomatic mission
1780,10,True,Diplomatic mission,Diplomatic mission
1781,10,False,nic,Map
1782,10,True,United States,United States
1783,10,True,Canada,Canada
1784,1,True,Albuquerque International Sunport,Albuquerque International Sunport
1785,1,True,New Mexico Rail Runner Express,New Mexico Rail Runner Express
1786,1,True,New Mexico Rail Runner Express,New Mexico Rail Runner Express
1787,10,True,New Mexico,New Mexico
1788,10,True,Capitol,United States Capitol
1789,3,True,Cathedral Basilica of St. Francis of Assisi,Cathedral Basilica of Saint Louis
1790,6,True,Basilica of San Francesco d'Assisi,Francis of Assisi
1791,10,False,nic,Seat of local government
1792,1,True,Santa Fe Plaza,Santa Fe Plaza
1793,1,True,Albuquerque International Sunport,Albuquerque International Sunport
1794,10,True,"Taos, New Mexico","Taos, New Mexico"
1795,9,True,"Los Alamos, New Mexico","Los Alamos, New Mexico"
1796,10,True,South,Southern United States
1797,10,False,nic,Interchange (road)
1798,10,True,Philips,Philips
1799,10,True,Turbocharger,Turbocharger
1800,10,True,Printed circuit board,Printed circuit board
1801,10,True,Copland (company),Aaron Copland
1802,10,True,Printed circuit board,Printed circuit board
1803,10,True,Sweden,Sweden
1804,10,True,RCA connector,RCA connector
1805,2,True,XLR connector,XLR connector
1806,10,True,Printed circuit board,Printed circuit board
1807,10,True,Andromeda Software Development,Autism spectrum
1808,10,True,Germany,Germany
1809,10,True,National People's Congress,Non-player character
1810,10,True,The Nice,Nice
1811,2,True,XLR connector,XLR connector
1812,10,True,RCA connector,RCA connector
1813,10,True,Printed circuit board,Printed circuit board
1814,3,True,Ground (electricity),Ground (electricity)
1815,10,True,Alternating current,Alternating current
1816,10,False,nic,Digital audio
1817,10,False,nic,Digital audio
1818,10,True,Printed circuit board,Printed circuit board
1819,10,True,Alternating current,Alternating current
1820,10,True,Alternating current,Alternating current
1821,10,True,AC power,Alternating current
1822,10,True,Printed circuit board,Printed circuit board
1823,1,True,TOSLINK,TOSLINK
1824,10,True,Cooperative Research Centre,Cyclic redundancy check
1825,10,True,Printed circuit board,Printed circuit board
1826,10,True,RCA connector,RCA connector
1827,10,True,Printed circuit board,Printed circuit board
1828,2,True,XLR connector,XLR connector
1829,10,True,RCA connector,RCA connector
1830,10,True,Printed circuit board,Printed circuit board
1831,1,True,Operational amplifier,Operational amplifier
1832,10,True,Wolfson Microelectronics,Wolfson Microelectronics
1833,1,True,6DJ8,6DJ8
1834,4,True,Denon,Denon
1835,10,True,AASM Manual,Definition
1836,10,True,Character encoding,ASCII
1837,10,False,nic,Executable and Linkable Format
1838,2,True,Iteration,Iteration
1839,10,False,nic,Technical standard
1840,10,True,Mnemonic,Mnemonics (keyboard)
1841,10,True,Literal (computer programming),Literal (computer programming)
1842,10,True,Microsoft,Mississippi
1843,10,False,nic,Low (computability)
1844,10,True,Literal (computer programming),Literal (computer programming)
1845,3,False,nic,Registered nurse
1846,10,True,ADD,Attention deficit hyperactivity disorder predominantly inattentive
1847,3,False,nic,Undefined (mathematics)
1848,9,True,ARM architecture,Thumb
1849,10,True,American depositary receipt,American depositary receipt
1850,10,True,Processor register,Register (phonology)
1851,10,True,Registered nurse,Registered nurse
1852,10,True,Control Register,Carriage return
1853,10,True,Cochlear nucleus,Canadian National Railway
1854,10,True,Coprocessor,Canadian Pacific Railway
1855,10,True,Coprocessor names,Canadian Pacific Railway
1856,10,True,Attention deficit hyperactivity disorder,Attention deficit hyperactivity disorder predominantly inattentive
1857,10,False,nic,AT&T
1858,10,True,Single-board computer,AT&T
1859,10,True,Literal (computer programming),Literal (computer programming)
1860,1,True,Greatest Generation,Greatest Generation
1861,10,True,"Tucson, Arizona","Tucson, Arizona"
1862,2,True,Arizona,Arizona
1863,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1864,6,True,"Peekskill, New York","Peekskill, New York"
1865,10,True,New York,New York
1866,10,True,University of Missouri,Missouri
1867,10,True,World War II,World War II
1868,8,True,United States Army Air Corps,United States Army Air Corps
1869,10,True,"Yuma, Arizona","Yuma, Arizona"
1870,2,True,Arizona,Arizona
1871,10,True,Kingdom of England,England
1872,10,True,United States Air Force,United States Air Force
1873,10,True,World War II,World War II
1874,1,True,University of Colorado Boulder,University of Colorado Boulder
1875,10,True,"Boulder, Colorado","Boulder, Colorado"
1876,3,True,G.I. Bill,G.I. Bill
1877,10,True,World War II,World War II
1878,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1879,1,True,Bass Pro Shops,Bass Pro Shops
1880,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1881,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1882,3,True,Colorado Front Range,Front Range
1883,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1884,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1885,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1886,10,True,Estes Park Chamber of Commerce,Chamber of commerce
1887,10,True,Boy Scouts of America,Boy Scouting (Boy Scouts of America)
1888,5,True,Order of the Arrow,Order of the Arrow
1889,10,True,World War II,World War II
1890,2,True,Rotary Club,Rotary International
1891,1,True,Lions Clubs International,Lions Clubs International
1892,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1893,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1894,10,True,Town,Town
1895,1,True,"Estes Park, Colorado","Estes Park, Colorado"
1896,10,True,Italy,Italy
1897,10,True,Oscar Petrocine,Oxygen
1898,10,True,Florida,Florida
1899,10,True,"Tucson, Arizona","Tucson, Arizona"
1900,10,True,Colorado,Colorado
1901,1,True,Estes Park Trail-Gazette,Estes Park Trail-Gazette
1902,1,True,Beaver Meadows Visitor Center,Beaver Meadows Visitor Center
1903,2,True,Rocky Mountain National Park,Rocky Mountain National Park
1904,7,True,Trevor Releford,Trevor Releford
1905,10,True,"Montgomery, Alabama","Montgomery, Alabama"
1906,10,True,Florida Gators men's basketball,Florida
1907,1,True,JaMychal Green,JaMychal Green
1908,5,True,"Tony Mitchell (basketball, born 1989)","Tony Mitchell (basketball, born 1989)"
1909,3,True,Anthony Grant,Anthony Grant
1910,1,True,Trevor Releford,Trevor Releford
1911,10,True,NCAA Men's Division I Basketball Championship,NCAA Men's Division I Basketball Championship
1912,10,False,nic,Anthony Grant
1913,10,True,University of Florida,Florida
1914,10,False,nic,Anthony Grant
1915,10,False,nic,JaMychal Green
1916,9,True,Trevor Releford,Trevor Releford
1917,10,True,Louisiana State University,LSU Tigers football
1918,10,True,"Tuscaloosa, Alabama","Tuscaloosa, Alabama"
1919,10,False,nic,"Tony Mitchell (basketball, born 1989)"
1920,9,True,Southeastern Conference,Southeastern Conference
1921,10,False,nic,JaMychal Green
1922,10,False,nic,"Tony Mitchell (basketball, born 1989)"
1923,8,True,Trevor Releford,Trevor Releford
1924,10,False,nic,Anthony Grant
1925,10,False,nic,Anthony Grant
1926,10,False,nic,"Tony Mitchell (basketball, born 1989)"
1927,10,False,nic,JaMychal Green
1928,10,False,nic,Anthony Grant
1929,10,False,nic,JaMychal Green
1930,10,True,Southeastern Conference,Southeastern Conference
1931,10,False,nic,Anthony Grant
1932,10,False,nic,JaMychal Green
1933,10,True,University of Florida,Florida
1934,10,True,Louisiana State University,LSU Tigers football
1935,1,True,Billy Donovan,Billy Donovan
1936,10,False,nic,Anthony Grant
1937,10,True,Marshall University,Marshall University
1938,10,True,University of Florida,Florida
1939,3,True,Anthony Grant,Anthony Grant
1940,10,False,nic,Billy Donovan
1941,10,True,LSU Tigers basketball,LSU Tigers football
1942,10,True,Auburn,Auburn Tigers football
1943,10,False,nic,"Tony Mitchell (basketball, born 1989)"
1944,9,True,Trevor Releford,Trevor Releford
1945,10,True,Southeastern Conference,Southeastern Conference
1946,10,True,NCAA Men's Division I Basketball Tournament,NCAA Men's Division I Basketball Championship
1947,10,True,Florida Gators men's basketball,Florida
1948,10,False,nic,Billy Donovan
1949,10,True,New Jersey,New Jersey
1950,5,True,New York Red Bulls,New York Red Bulls
1951,10,False,nic,Harrison (PATH station)
1952,4,True,Red Bull Arena (New Jersey),Red Bull Arena (New Jersey)
1953,6,True,New York Red Bulls,New York Red Bulls
1954,10,False,nic,Harrison (PATH station)
1955,6,True,New York Red Bulls,New York Red Bulls
1956,1,True,Bloomberg Businessweek,Bloomberg Businessweek
1957,6,True,New York Red Bulls,New York Red Bulls
1958,10,False,nic,Harrison (PATH station)
1959,10,True,Port Authority Trans-Hudson,Port Authority Trans-Hudson
1960,6,True,New York Red Bulls,New York Red Bulls
1961,10,False,nic,Harrison (PATH station)
1962,10,True,"Newark, New Jersey","Newark, New Jersey"
1963,3,True,"Hudson County, New Jersey","Hudson County, New Jersey"
1964,6,True,New York Red Bulls,New York Red Bulls
1965,10,True,"Trenton, New Jersey","Trenton, New Jersey"
1966,1,True,New York Red Bulls,New York Red Bulls
1967,10,False,nic,Harrison (PATH station)
1968,1,True,New York Red Bulls,New York Red Bulls
1969,10,False,nic,Harrison (PATH station)
1970,10,True,"Santa Clara, California","Santa Clara, California"
1971,10,True,National Football League,National Football League
1972,1,True,Larry Stone,Larry Stone
1973,1,True,Larry Stone,Larry Stone
1974,10,True,New Jersey,New Jersey
1975,10,True,New Jersey,New Jersey
1976,10,True,New York City,Manhattan
1977,8,True,Refined Bitumen Association,Reserve Bank of Australia
1978,2,True,Rogers Centre,Rogers Centre
1979,8,True,Ritchie Bros. Auctioneers,Reserve Bank of Australia
1980,8,True,Ritchie Bros. Auctioneers,Reserve Bank of Australia
1981,10,True,"Santa Clara, California","Santa Clara, California"
1982,10,True,Minnesota Vikings,Vikings
1983,2,True,Notepad (software),Notepad (software)
1984,10,True,Microsoft Windows,Microsoft Windows
1985,2,True,Notepad (software),Notepad (software)
1986,10,True,Microsoft Word,Microsoft Word
1987,2,True,Microsoft Word,Microsoft Word
1988,10,True,Microsoft Excel,Microsoft Excel
1989,10,False,nic,Arrows A1
1990,10,True,Audi A5,ISO 216
1991,10,False,nic,D1 road (Croatia)
1992,10,False,nic,Arrows A1
1993,10,False,nic,Arrows A1
1994,7,True,Insert (SQL),Insert key
1995,10,False,nic,Arrows A1
1996,10,True,Automobile,Automobile
1997,10,False,nic,A2 motorway (Switzerland)
1998,1,True,Computer file management,Computer file management
1999,10,True,Computer file management,Computer file management
2000,1,True,Start menu,Start menu
2001,10,False,nic,Open (process)
2002,2,True,Microsoft Excel,Microsoft Excel
2003,10,False,nic,Temperature
2004,10,False,nic,Open (process)
2005,10,False,nic,Start menu
2006,1,False,Delimiter,Delimiter-separated values
2007,10,True,NeXT,NeXT
2008,2,True,Delimiter,Delimiter
2009,10,False,nic,Space (punctuation)
2010,10,False,nic,Arrows A1
2011,10,True,United States,United States
2012,1,True,President of the United States,President of the United States
2013,10,True,American Presidents,United States
2014,5,True,First Lady,First Lady
2015,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2016,10,True,Theodore Roosevelt,"Theodore Roosevelt, Sr."
2017,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2018,10,True,"Hartford, Connecticut","Hartford, Connecticut"
2019,10,True,"Savannah, Georgia","Savannah, Georgia"
2020,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2021,10,True,"Savannah, Georgia","Savannah, Georgia"
2022,10,True,"Roswell, Georgia","Roswell, Georgia"
2023,10,True,"Roswell, Georgia","Roswell, Georgia"
2024,10,True,Georgia (U.S. state),Georgia (U.S. state)
2025,10,True,Atlanta,Atlanta
2026,1,True,Bulloch Hall,Bulloch Hall
2027,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2028,10,True,Confederate States of America,Confederate States of America
2029,10,True,American Civil War,American Civil War
2030,10,False,nic,Martha Bulloch Roosevelt
2031,10,True,Theodore Roosevelt,Theodore Roosevelt
2032,10,False,nic,American Civil War
2033,10,False,nic,Trade union
2034,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2035,10,True,Theodore Roosevelt,Theodore Roosevelt
2036,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2037,1,True,Martha Bulloch Roosevelt,Martha Bulloch Roosevelt
2038,10,True,Theodore Roosevelt,Theodore Roosevelt
2039,10,True,Theodore Roosevelt,Theodore Roosevelt
2040,10,True,New York State Legislature,California State Legislature
2041,10,True,New York State,New York
2042,10,True,Theodore Roosevelt,Theodore Roosevelt
2043,10,True,American ethnicity,United States
2044,10,True,National Football League,National Football League
2045,10,True,Super Bowl,Super Bowl
2046,1,True,AT&T Stadium,AT&T Stadium
2047,10,True,"Arlington, Texas","Arlington, Texas"
2048,10,True,Texas,Texas
2049,10,True,National Football League,National Football League
2050,10,True,Super Bowl,Super Bowl
2051,10,True,National Football League,National Football League
2052,10,True,Green Bay Packers,Green Bay Packers
2053,10,True,Indianapolis Colts,Indianapolis
2054,2,True,Super Bowl XLV,Super Bowl XLV
2055,10,True,Green Bay Packers,Green Bay Packers
2056,10,True,Minnesota Vikings,Minnesota Vikings
2057,10,True,New York Jets,New York Jets
2058,10,True,American Football Conference,American Football Conference
2059,10,True,Green Bay Packers,Green Bay Packers
2060,6,True,NFC Championship Game,NFC Championship Game
2061,10,True,Super Bowl,Super Bowl
2062,7,True,London,London
2063,2,True,World Series of Poker Europe,World Series of Poker Europe
2064,1,True,Microgaming,Microgaming
2065,6,False,nic,The Lord of the Rings: The Fellowship of the Ring
2066,1,True,Microgaming,Microgaming
2067,1,True,Minigame,Minigame
2068,1,True,Microgaming,Microgaming
2069,1,True,Microgaming,Microgaming
2070,1,True,Playtech,Playtech
2071,10,True,Pink Panther,The Pink Panther
2072,10,True,Southern California,Southern California
2073,10,True,Pink Panther (character),The Pink Panther
2074,10,True,Pink Panther (character),The Pink Panther
2075,10,False,nic,Southern California
2076,6,True,Annecy 2018,Annecy
2077,5,True,Nicolas Sarkozy,Nicolas Sarkozy
2078,6,True,2018 Winter Olympics,Annecy
2079,10,True,France,France
2080,1,True,Nicolas Sarkozy,Nicolas Sarkozy
2081,10,True,Durban,Durban
2082,10,True,South Africa,South Africa
2083,10,True,France,France
2084,4,True,International Olympic Committee,International Olympic Committee
2085,10,True,International Olympic Committee,International Olympic Committee
2086,10,True,President of South Korea,South Korea
2087,1,True,Pyeongchang County,Pyeongchang County
2088,10,True,Germany,Germany
2089,10,True,Munich,Munich
2090,10,True,United Kingdom,United Kingdom
2091,10,True,Prime Minister of the United Kingdom,Tony Blair
2092,10,True,Singapore,Singapore
2093,10,True,London,London
2094,10,True,International Olympic Committee,International Olympic Committee
2095,10,True,Paris,Paris
2096,10,True,France,France
2097,2,True,Jacques Chirac,Jacques Chirac
2098,5,True,Nicolas Sarkozy,Nicolas Sarkozy
2099,10,True,Durban,Durban
2100,6,True,Annecy,Annecy
2101,9,True,Jacques Chirac,Jacques Chirac
2102,10,True,Presidency of Barack Obama,Barack Obama
2103,10,True,United States,United States
2104,10,True,Copenhagen,Copenhagen
2105,10,True,Chicago,Chicago
2106,10,True,Boeing VC-25,Air Force One
2107,5,True,Nicolas Sarkozy,Nicolas Sarkozy
2108,10,True,France,France
2109,10,True,France,France
2110,5,True,Nicolas Sarkozy,Nicolas Sarkozy
2111,10,True,France,France
